Formula,Compound Name,CAS ID,Mass,RT,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T
C37H39N7O2,C37H39N7O2,,613.331,10.985996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119753.0,,,,273104.0,,,,152855.0,,,,,49620.0,105650.0,118067.0,,,,,,,,,,,,,,119753.0,,273104.0,152855.0,,105650.0,,
C37H41N2O6,C37H41N2O6,,609.3017,15.351007999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37823.0,116807.0,,94122.0,124482.0,37509.0,38209.0,16058.0,52376.0,82032.0,133417.0,,,,,22790.0,46737.0,,,,,,,,,,,,,,77315.0,109302.0,37509.0,82032.0,,34764.0,,
C37H48N6O5S2,C37H48N6O5S2,,720.3078,10.467996000000001,,,,,,,32489.0,20405.0,27498.0,,,,,,,,,,,,,,,,,,,,,,25006.0,268909.0,232926.0,,,,,,,39684.0,48058.0,73455.0,,,,,,,,,,,27498.0,,,,,,,232926.0,,,48058.0,,,
C37H49FO2,C37H49FO2,,544.365,11.247003999999999,,,,45256.0,34358.0,57431.0,41634.0,30225.0,52633.0,38324.0,30030.0,43877.0,46147.0,40620.0,30280.0,42245.0,62876.0,42961.0,42231.0,24068.0,56136.0,34087.0,49126.0,57731.0,30340.0,39313.0,27206.0,99124.0,125994.0,131066.0,18418.0,80938.0,108001.0,62256.0,80750.0,107747.0,93766.0,73973.0,127198.0,47978.0,78412.0,142991.0,142810.0,314794.0,210697.0,41465.0,119987.0,105013.0,122871.0,104166.0,59782.0,45256.0,41634.0,38324.0,40620.0,42961.0,42231.0,49126.0,125994.0,80938.0,80750.0,93766.0,78412.0,210697.0,105013.0,104166.0
C37H50N2O,C37H50N2O,,538.396,14.065001500000001,,,,110064.0,148080.0,183250.0,113624.0,185461.0,61193.0,21743.0,,32307.0,37877.0,38497.0,49675.0,,101895.0,107451.0,33836.0,109312.0,62470.0,35677.0,44310.0,27377.0,46809.0,136741.0,48419.0,269114.0,225430.0,138024.0,,,50220.0,76363.0,,23994.0,53976.0,,,53509.0,47126.0,92462.0,172503.0,200198.0,217368.0,,37576.0,48149.0,84606.0,148377.0,206522.0,148080.0,113624.0,27025.0,38497.0,104673.0,62470.0,35677.0,225430.0,50220.0,50178.0,53976.0,53509.0,200198.0,42862.0,148377.0
C37H50N4O4,C37H50N4O4,,614.3812,12.9140005,,,,78656.0,52033.0,79645.0,42527.0,32532.0,47358.0,46552.0,38741.0,60615.0,61663.0,57377.0,48560.0,42114.0,73721.0,72988.0,82448.0,48389.0,91355.0,41840.0,61540.0,76109.0,61495.0,70150.0,67730.0,108506.0,89297.0,128232.0,37242.0,,106896.0,72908.0,52224.0,54526.0,145207.0,59327.0,81886.0,140836.0,104472.0,127672.0,107020.0,109222.0,81371.0,61609.0,134114.0,153259.0,108114.0,98008.0,81959.0,78656.0,42527.0,46552.0,57377.0,72988.0,82448.0,61540.0,108506.0,72069.0,54526.0,81886.0,127672.0,107020.0,134114.0,98008.0
C37H50N6O6,C37H50N6O6,,674.3731,10.7219925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122664.0,1003731.0,1936899.0,,,,,,,,,,,64250.0,,,,,,,,,,,,,,,,1003731.0,,,,64250.0,,
C37H51O2P2,C37H51O2P2,,589.3404,14.995992000000001,,,,603188.0,1323277.0,384174.0,422050.0,161276.0,434671.0,129590.0,98846.0,509525.0,355553.0,184952.0,137391.0,106293.0,112368.0,,644661.0,208113.0,723518.0,114184.0,580888.0,240378.0,567853.0,,581897.0,230821.0,842637.0,5326985.0,526052.0,1852241.0,7026472.0,2091109.0,3298306.0,2120446.0,6025239.0,3585274.0,5161557.0,2036573.0,2103346.0,3339558.0,4357731.0,8333206.0,4814378.0,632407.0,1114095.0,1553543.0,1533903.0,1352350.0,557779.0,603188.0,422050.0,129590.0,184952.0,109330.0,644661.0,240378.0,842637.0,1852241.0,2120446.0,5161557.0,2103346.0,4814378.0,1114095.0,1352350.0
C37H56Br2,C37H56Br2,,658.2779,11.800999999999998,,,,22184.0,15853.0,29407.0,17404.0,,16463.0,19266.0,17917.0,19582.0,19985.0,22294.0,15869.0,21687.0,20912.0,19766.0,,,17717.0,,21526.0,28552.0,17448.0,18988.0,20950.0,74348.0,47442.0,68002.0,27942.0,49483.0,83540.0,62421.0,98164.0,51719.0,52752.0,49254.0,45579.0,46188.0,68969.0,106777.0,95012.0,101250.0,90257.0,44939.0,66108.0,60003.0,85657.0,66205.0,35678.0,22184.0,16934.0,19266.0,19985.0,20912.0,17717.0,25039.0,68002.0,49483.0,62421.0,49254.0,68969.0,95012.0,60003.0,66205.0
C37H56N4O8,C37H56N4O8,,684.4119,8.798003,,,,,,,,,,,,,,,,,,,,,,,,,,,,30298.0,52405.0,,,,,,,,,,,,,,,,,,18348.0,,,,,,,,,,,,41352.0,,,,,,18348.0,
C37H56O10,C37H56O10,,660.4017,12.882997,,,,27010.0,17226.0,29239.0,17375.0,,16789.0,16438.0,,20696.0,28635.0,25210.0,17160.0,16853.0,34864.0,26195.0,27173.0,15481.0,32082.0,,27302.0,30333.0,22335.0,26264.0,25577.0,92944.0,86191.0,63433.0,,14408.0,46359.0,39699.0,20349.0,19489.0,53943.0,33565.0,32225.0,24570.0,,41939.0,60580.0,62847.0,30637.0,,,,23297.0,32293.0,37958.0,27010.0,17082.0,18567.0,25210.0,26195.0,27173.0,28818.0,86191.0,30384.0,20349.0,33565.0,33254.0,60580.0,,32293.0
C37H60B2O4 12.696002,C37H60B2O4 12.696002,,590.4616,12.696002,,,,101436.0,,118572.0,,,,,,85799.0,108800.0,94105.0,,,,,,,,,,84420.0,,,,372391.0,497319.0,526361.0,,,655808.0,153652.0,,92499.0,535868.0,145725.0,621406.0,,,122658.0,168148.0,776594.0,173123.0,,,,99919.0,87304.0,,110004.0,,85799.0,101452.0,,,84420.0,497319.0,655808.0,123076.0,535868.0,122658.0,173123.0,,93612.0
C37H60N2O,C37H60N2O,,548.4758,13.840005,,,,66139.0,63374.0,86888.0,59431.0,64308.0,50220.0,51005.0,49007.0,47916.0,68019.0,63403.0,60235.0,63721.0,74634.0,65030.0,39452.0,64728.0,58527.0,36333.0,54692.0,86090.0,52242.0,70826.0,52264.0,155796.0,53392.0,127187.0,76054.0,,55520.0,113391.0,,,165561.0,228140.0,113220.0,49376.0,57198.0,102516.0,65255.0,58512.0,88571.0,81962.0,43575.0,48721.0,,66199.0,105622.0,66139.0,59431.0,49007.0,63403.0,65030.0,58527.0,54692.0,127187.0,65787.0,113391.0,165561.0,57198.0,65255.0,48721.0,85910.0
C37H60N6O12,C37H60N6O12,,780.4081,11.725,,,,,,,,,,,,,,,,336526.0,476619.0,63195.0,77660.0,,,,,286751.0,55853.0,,,506300.0,1130597.0,1426975.0,,2401677.0,953285.0,166833.0,,,489426.0,401916.0,,248990.0,146723.0,536419.0,648074.0,1150176.0,242092.0,794276.0,1334905.0,1845349.0,884473.0,959192.0,928237.0,,,,,336526.0,77660.0,286751.0,1130597.0,1677481.0,166833.0,445671.0,248990.0,648074.0,1334905.0,928237.0
C37H60N6O7,C37H60N6O7,,700.4559,12.635994,44274.0,,22133.0,430110.0,353358.0,361843.0,290713.0,,159914.0,290620.0,257150.0,294902.0,312029.0,192297.0,265779.0,245461.0,295131.0,255471.0,240331.0,224726.0,301223.0,267715.0,291596.0,315686.0,298626.0,308548.0,268808.0,430771.0,,,,314128.0,,,265804.0,283682.0,314586.0,326698.0,266403.0,375432.0,347344.0,355908.0,405761.0,426079.0,384536.0,,,,398159.0,,388971.0,361843.0,225313.0,290620.0,265779.0,255471.0,240331.0,291596.0,430771.0,314128.0,274743.0,314586.0,355908.0,405761.0,,393565.0
C37H60N6O7,C37H60N6O7,,700.4455,11.637,,,,,,19932.0,,,15554.0,,,,19997.0,,,20775.0,28662.0,19970.0,,,20080.0,,13761.0,19265.0,,22638.0,,50422.0,49336.0,73485.0,,,87078.0,35113.0,18946.0,19502.0,74486.0,26319.0,90880.0,,17950.0,38235.0,43273.0,158939.0,79671.0,,34880.0,,41251.0,29164.0,16847.0,19932.0,15554.0,,19997.0,20775.0,20080.0,16513.0,50422.0,87078.0,19502.0,74486.0,28092.0,79671.0,34880.0,29164.0
C37H62O6,C37H62O6,,602.4589,14.211995000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,56804.0,66554.0,,,,,,,,,,,,,,,28312.0,,,,,48556.0,,14567.0,,,,,,,,61679.0,,,,,28312.0,,31562.0
C37H64O11,C37H64O11,,684.4351,12.6430025,,,,457108.0,194748.0,160636.0,,139883.0,37248.0,160392.0,319460.0,,,,209606.0,,345129.0,277223.0,,,,154352.0,160681.0,275227.0,,,,472659.0,372120.0,,,225990.0,141912.0,233751.0,148558.0,207503.0,122169.0,94956.0,173700.0,329755.0,138686.0,187467.0,204516.0,228796.0,225804.0,196669.0,,111714.0,183998.0,,249575.0,194748.0,88566.0,239926.0,209606.0,311176.0,,160681.0,422390.0,183951.0,207503.0,122169.0,187467.0,225804.0,154192.0,216786.0
C37H65N5O5,C37H65N5O5,,659.5022,12.913002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47825.0,42432.0,,,49173.0,,,,70494.0,,67316.0,,,,,77060.0,,,,,,,,,,,,,,,45128.0,49173.0,,68905.0,,77060.0,,
C37H66O5,C37H66O5,,590.4839,14.2719965,44217.0,,22107.0,67259.0,,133012.0,89533.0,74238.0,102436.0,108918.0,133514.0,,142198.0,107902.0,139611.0,199495.0,125633.0,140418.0,105788.0,116444.0,148326.0,100240.0,94529.0,171858.0,129000.0,,124900.0,112292.0,318437.0,1140648.0,,,1101768.0,1134472.0,61224.0,87731.0,1130330.0,163348.0,455952.0,257086.0,211659.0,220502.0,314335.0,190067.0,160635.0,46042.0,63773.0,116617.0,,,292461.0,100136.0,89533.0,121216.0,139611.0,140418.0,116444.0,100240.0,318437.0,1101768.0,87731.0,455952.0,220502.0,190067.0,63773.0,292461.0
C37H67N3O3,C37H67N3O3,,601.5362,13.841999,,,,,,,,,,,,,,,,,,,,,24026.0,,,,,,,123450.0,249288.0,390680.0,,21448.0,76208.0,115249.0,,,67143.0,37355.0,54943.0,,,,46806.0,57135.0,22485.0,,,,19345.0,,189417.0,,,,,,24026.0,,249288.0,48828.0,115249.0,54943.0,,46806.0,,104381.0
C37H67NO13,C37H67NO13,,733.4608,12.2109995,,,,,,61353.0,36460.0,,,37677.0,27690.0,37137.0,53027.0,40596.0,35870.0,63665.0,55454.0,48035.0,29675.0,,51048.0,38519.0,44782.0,62715.0,42649.0,56853.0,43346.0,119868.0,102369.0,102300.0,,35939.0,117928.0,100483.0,59684.0,63631.0,120880.0,99093.0,119482.0,28164.0,47128.0,84741.0,85718.0,97129.0,100077.0,,,24082.0,,74371.0,83326.0,61353.0,36460.0,37137.0,40596.0,55454.0,40362.0,44782.0,102369.0,76934.0,63631.0,119482.0,47128.0,97129.0,24082.0,78848.0
C37H68N2O4,C37H68N2O4,,604.5135,12.036005000000001,,,,79508.0,54343.0,115796.0,63592.0,37251.0,52041.0,56417.0,52707.0,62180.0,103152.0,88583.0,64953.0,125578.0,99419.0,71244.0,60910.0,28274.0,85702.0,51108.0,71296.0,121020.0,58310.0,70165.0,79861.0,363213.0,727922.0,1034507.0,39020.0,277408.0,437109.0,315464.0,165589.0,179214.0,656555.0,232648.0,673700.0,111069.0,108219.0,203062.0,452110.0,2294639.0,385312.0,47729.0,87924.0,56060.0,129016.0,96225.0,125077.0,79508.0,52041.0,56417.0,88583.0,99419.0,60910.0,71296.0,727922.0,277408.0,179214.0,656555.0,111069.0,452110.0,56060.0,125077.0
C37H69N3O3,C37H69N3O3,,603.5347,13.8359995,,,,,,,,,,,,,,,,,,,,,,,,,,,,66130.0,138972.0,231451.0,,,37979.0,70865.0,,,41667.0,,31438.0,,,,26454.0,29646.0,,,,,,,104188.0,,,,,,,,138972.0,37979.0,70865.0,36552.0,,28050.0,,104188.0
C37H70O6,C37H70O6,,610.5263,13.346004,,,,,,,,,,,,,,,,,,,,,,,,,,,,100063.0,93008.0,133208.0,,,97035.0,,,,113423.0,,95135.0,,,,,107476.0,,,,,,,,,,,,,,,100063.0,97035.0,,104279.0,,107476.0,,
C37H71NO5,C37H71NO5,,609.5455,13.604998000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,34495.0,73014.0,124660.0,,40336.0,42642.0,66069.0,,,,17130.0,29251.0,,,,17013.0,23175.0,,,,,,,33535.0,,,,,,,,73014.0,41489.0,66069.0,23190.0,,20094.0,,33535.0
C37H75NS2,C37H75NS2,,597.5411,13.696001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29627.0,45172.0,,,,27969.0,,,,,,,,,,,,,,,,,,,,,,,,,37400.0,,27969.0,,,,,
C38H22O,C38H22O,,494.1645,8.0650015,,,,112079.0,110987.0,127659.0,123738.0,93017.0,145394.0,146344.0,149188.0,147361.0,176189.0,164712.0,160038.0,179496.0,198090.0,169282.0,186562.0,111311.0,201075.0,171351.0,213842.0,221436.0,204948.0,187017.0,213010.0,170641.0,214690.0,330828.0,107497.0,340605.0,321288.0,371912.0,416718.0,394944.0,387229.0,452782.0,426469.0,367210.0,415296.0,450838.0,371904.0,382243.0,364055.0,375856.0,275767.0,440156.0,351464.0,401565.0,346171.0,112079.0,123738.0,147361.0,164712.0,179496.0,186562.0,213842.0,214690.0,321288.0,394944.0,426469.0,415296.0,371904.0,375856.0,351464.0
C38H41N5O6,C38H41N5O6,,663.3156,10.660003,,,,,,,,,,,,,,,,,,,,,,,,,,,,265804.0,297000.0,58566.0,,,,,,,,,,,,,,35734.0,48232.0,,,,,,,,,,,,,,265804.0,,,,,41983.0,,
C38H42,C38H42,,498.3252,12.234003999999999,,,,,,123947.0,,,,,,,72418.0,94274.0,83849.0,,,,,,80976.0,76655.0,,,74909.0,,80202.0,125874.0,188860.0,137210.0,,83287.0,104072.0,70209.0,107580.0,112733.0,127579.0,129890.0,126504.0,112125.0,153245.0,117218.0,159450.0,174690.0,175598.0,95227.0,115442.0,139174.0,89716.0,155725.0,,123947.0,,,83849.0,,80976.0,76655.0,137210.0,93680.0,107580.0,127579.0,117218.0,174690.0,115442.0,122720.0
C38H42N2O2,C38H42N2O2,,558.3252,10.864006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39491.0,57946.0,,,39775.0,,,,,,,,,,,93585.0,,,,,,,,,,,,,,,48718.0,39775.0,,,,93585.0,,
C38H42N2O8S2,C38H42N2O8S2,,718.2438,7.6820045,,,,48647.0,49964.0,52211.0,57740.0,42937.0,57853.0,59186.0,55029.0,53870.0,44902.0,42208.0,38228.0,40189.0,53919.0,42126.0,46597.0,28056.0,46374.0,45104.0,48965.0,49478.0,44457.0,48701.0,43471.0,37113.0,42021.0,,,54268.0,,,27890.0,57684.0,,,,41505.0,48489.0,50197.0,53131.0,54283.0,57074.0,23179.0,20718.0,21774.0,18012.0,20049.0,31921.0,49964.0,57740.0,55029.0,42208.0,42126.0,46374.0,48965.0,39567.0,54268.0,42787.0,,48489.0,54283.0,21774.0,20049.0
C38H42N2O8S2 7.4249973,C38H42N2O8S2 7.4249973,,718.248,7.4249973,,,,18770.0,17586.0,20555.0,19507.0,54480.0,19781.0,18547.0,16004.0,16918.0,13933.0,55547.0,49198.0,13531.0,22352.0,55132.0,22341.0,36590.0,24870.0,16509.0,22342.0,20383.0,14362.0,63509.0,14275.0,49187.0,17696.0,,,31814.0,,,35166.0,20238.0,,27101.0,,13929.0,20020.0,25956.0,24103.0,26445.0,24661.0,29594.0,24516.0,37800.0,21488.0,20183.0,15805.0,18770.0,19781.0,16918.0,49198.0,22352.0,24870.0,20383.0,33442.0,31814.0,27702.0,27101.0,20020.0,24661.0,29594.0,20183.0
C38H44N2O2,C38H44N2O2,,560.3459,11.019997,,,,,,,,,,,,,,,,,,,,,,,,,,,,107844.0,,,,,,,,22844.0,,,,52614.0,32919.0,65916.0,35426.0,410394.0,,,,,,31839.0,,,,,,,,,107844.0,,22844.0,,52614.0,222910.0,,31839.0
C38H46N2O11,C38H46N2O11,,706.3081,11.9240055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45699.0,157781.0,,,,,,,,,,,,,,,,101740.0
C38H47N3O4,C38H47N3O4,,609.3581,14.591997000000001,,,,198748.0,188041.0,819605.0,,,,,,,221270.0,363529.0,813602.0,,,,,,,,,,,,,7511423.0,10900000.0,1207201.0,,230428.0,,132487.0,111651.0,112855.0,211626.0,337961.0,161602.0,129203.0,496799.0,434330.0,1409632.0,2293363.0,1623067.0,,,,173888.0,234967.0,,198748.0,,,363529.0,,,,7511423.0,230428.0,112855.0,211626.0,434330.0,1623067.0,,204428.0
C38H50O4,C38H50O4,,570.3628,11.182004,,,,55526.0,45066.0,83560.0,91725.0,53702.0,82545.0,78304.0,64816.0,87851.0,73331.0,67593.0,50710.0,82339.0,96123.0,65533.0,109946.0,50847.0,120678.0,80633.0,127722.0,154681.0,64462.0,60914.0,83736.0,499634.0,918379.0,1007906.0,178795.0,1446778.0,1197434.0,429062.0,566549.0,313116.0,428786.0,525270.0,433732.0,274416.0,239419.0,462672.0,646748.0,578258.0,542731.0,290471.0,514805.0,441712.0,289336.0,245521.0,161096.0,55526.0,82545.0,78304.0,67593.0,82339.0,109946.0,127722.0,918379.0,1197434.0,429062.0,433732.0,274416.0,578258.0,441712.0,245521.0
C38H54N12O11,C38H54N12O11,,854.4137,8.808005,,,,11580.0,,11512.0,,,,,,,10833.0,,,,15950.0,,10473.0,,12882.0,12780.0,16905.0,18410.0,,,,,,,,17660.0,,,,17286.0,,,,12104.0,16696.0,24093.0,22466.0,23825.0,23609.0,29805.0,25866.0,36379.0,16589.0,14891.0,,11546.0,,,10833.0,15950.0,11678.0,16905.0,,17660.0,17286.0,,16696.0,23609.0,29805.0,15740.0
C38H54N4O8,C38H54N4O8,,694.3713,11.416995,,,,73718.0,71656.0,100541.0,83807.0,56681.0,82197.0,64684.0,54482.0,75124.0,92001.0,80527.0,65923.0,71657.0,138732.0,130235.0,64949.0,55761.0,94602.0,57092.0,80081.0,86374.0,57411.0,113159.0,55738.0,167855.0,199114.0,139512.0,57263.0,278195.0,165424.0,111455.0,152118.0,158058.0,166334.0,235717.0,220821.0,107938.0,140375.0,225160.0,240892.0,282685.0,253715.0,115844.0,159030.0,181364.0,167195.0,155651.0,66134.0,73718.0,82197.0,64684.0,80527.0,130235.0,64949.0,80081.0,167855.0,165424.0,152118.0,220821.0,140375.0,253715.0,159030.0,155651.0
C38H56N6O13,C38H56N6O13,,804.3864,7.714997,,,,99529.0,86248.0,107502.0,119495.0,41679.0,103192.0,112254.0,84133.0,113795.0,55252.0,45966.0,37657.0,33346.0,97155.0,42608.0,88966.0,19956.0,112408.0,69238.0,104205.0,94176.0,47415.0,42625.0,51413.0,36289.0,114221.0,,,213875.0,,,,93960.0,,,,48043.0,72598.0,124852.0,109846.0,125165.0,129160.0,103196.0,100224.0,133112.0,54525.0,49371.0,26221.0,99529.0,103192.0,112254.0,45966.0,42608.0,88966.0,94176.0,75255.0,213875.0,93960.0,,72598.0,125165.0,103196.0,49371.0
C38H56O4,C38H56O4,,576.4104,14.312992999999999,,,,,45027.0,,38321.0,,38403.0,10203.0,12848.0,,110090.0,,44541.0,,238526.0,167375.0,31405.0,140163.0,181277.0,,,,,116523.0,,,15637.0,,,,,,,,,,,,,43123.0,53330.0,,,,,20908.0,,,108872.0,45027.0,38362.0,11526.0,77316.0,202950.0,140163.0,,15637.0,,,,43123.0,53330.0,20908.0,108872.0
C38H58F2N8O5,C38H58F2N8O5,,744.4471,10.841002,,,,278390.0,256442.0,279723.0,246449.0,159744.0,256474.0,185832.0,170544.0,195899.0,337524.0,295917.0,174928.0,243053.0,303126.0,257814.0,220524.0,77020.0,233397.0,216130.0,212544.0,245975.0,218720.0,181921.0,190270.0,279389.0,332269.0,622042.0,,235936.0,216580.0,287306.0,378802.0,261402.0,386327.0,378407.0,343021.0,227865.0,322017.0,422582.0,472503.0,457941.0,476478.0,320221.0,356917.0,412137.0,561096.0,357405.0,509911.0,278390.0,246449.0,185832.0,295917.0,257814.0,220524.0,216130.0,332269.0,226258.0,287306.0,378407.0,322017.0,472503.0,356917.0,509911.0
C38H58N2O2S5,C38H58N2O2S5,,734.3132,11.010003999999999,,,,24952.0,20772.0,33019.0,29624.0,20997.0,31456.0,24212.0,19473.0,25684.0,27541.0,22294.0,,,32737.0,22366.0,23548.0,,29190.0,21837.0,30003.0,31848.0,21781.0,23006.0,20602.0,25362.0,27600.0,62712.0,,46293.0,55694.0,33950.0,37529.0,47502.0,70274.0,32979.0,70523.0,24190.0,,,38868.0,26282.0,40238.0,35680.0,33561.0,65323.0,37089.0,43871.0,30448.0,24952.0,29624.0,24212.0,24918.0,27552.0,26369.0,30003.0,27600.0,50994.0,37529.0,70274.0,24190.0,38868.0,35680.0,37089.0
C38H58N6O6,C38H58N6O6,,694.4409,10.332,,,,252902.0,239987.0,255074.0,248352.0,138684.0,199768.0,235896.0,213399.0,233975.0,225668.0,215662.0,185064.0,211685.0,301235.0,214835.0,213546.0,112817.0,238223.0,206552.0,246720.0,263447.0,203309.0,215242.0,207718.0,194042.0,321923.0,326906.0,,418903.0,302470.0,242073.0,301542.0,281004.0,214781.0,259778.0,224204.0,254670.0,298637.0,349630.0,296684.0,307020.0,309180.0,276940.0,245981.0,318739.0,223083.0,253522.0,232904.0,252902.0,199768.0,233975.0,215662.0,214835.0,213546.0,246720.0,321923.0,360686.0,281004.0,224204.0,298637.0,307020.0,276940.0,232904.0
C38H58O4,C38H58O4,,578.4407,13.221991000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85373.0,,,,85826.0,,67072.0,,,,,,,,,,,,,,,,,,,,,85373.0,,76449.0,,,,
C38H58O4 14.268004,C38H58O4 14.268004,,578.4259999999999,14.268004000000001,,,,129809.0,178921.0,158019.0,64309.0,178580.0,47045.0,34401.0,35145.0,41003.0,42829.0,36078.0,48400.0,23366.0,75829.0,87923.0,27346.0,85815.0,39125.0,31621.0,42182.0,45095.0,31393.0,142449.0,41143.0,408272.0,205923.0,202848.0,,,45272.0,49571.0,,,96146.0,27748.0,23970.0,34461.0,39914.0,58647.0,128624.0,111371.0,100351.0,34943.0,,56860.0,66548.0,47838.0,205398.0,158019.0,64309.0,35145.0,42829.0,75829.0,39125.0,42182.0,205923.0,45272.0,49571.0,27748.0,39914.0,111371.0,45902.0,66548.0
C38H59F2NO5,C38H59F2NO5,,647.4397,12.549994,,,,,,,,,,,,,,,,15565.0,,17850.0,,,,,,18740.0,,,,59375.0,58978.0,102118.0,,,120496.0,49945.0,19606.0,20291.0,116613.0,46270.0,112512.0,,,38565.0,50922.0,153511.0,68382.0,,,,,,22902.0,,,,,16708.0,,18740.0,59375.0,120496.0,20291.0,112512.0,38565.0,68382.0,,22902.0
C38H59N7O8,C38H59N7O8,,741.4445,14.903008999999999,,,,76926.0,,,,,,,,,,,,,,,,,,,,,,,,,215271.0,,,,,,,,,,,,,108232.0,143326.0,281341.0,202865.0,,141357.0,,238829.0,,,76926.0,,,,,,,215271.0,,,,108232.0,202865.0,141357.0,238829.0
C38H60O4,C38H60O4,,580.4540000000001,13.366005,,,,73810.0,42207.0,53517.0,,,,41179.0,54090.0,39938.0,104387.0,83177.0,37648.0,57552.0,72864.0,66714.0,37631.0,,50664.0,52881.0,57121.0,114387.0,41428.0,49455.0,56076.0,101185.0,78519.0,252128.0,,,89753.0,117752.0,40782.0,37428.0,97523.0,107158.0,66462.0,,,66199.0,65000.0,172680.0,45734.0,,,,,48792.0,72399.0,53517.0,,41179.0,83177.0,66714.0,44148.0,57121.0,101185.0,89753.0,40782.0,97523.0,66199.0,65000.0,,60596.0
C38H62N12O14,C38H62N12O14,,910.4486,8.803994,,,,187220.0,184908.0,199481.0,208757.0,157371.0,196758.0,174206.0,166427.0,175567.0,167709.0,158034.0,150864.0,159181.0,158888.0,143122.0,166937.0,111791.0,177340.0,155032.0,169431.0,174427.0,167892.0,146138.0,169119.0,138999.0,182835.0,35123.0,,252191.0,,,57560.0,159726.0,,46211.0,,150681.0,164255.0,185973.0,130210.0,130948.0,136139.0,173331.0,174145.0,199152.0,123785.0,143403.0,140827.0,187220.0,196758.0,174206.0,158034.0,158888.0,166937.0,169431.0,138999.0,252191.0,108643.0,46211.0,164255.0,130948.0,174145.0,140827.0
C38H62O11,C38H62O11,,694.4212,12.7800045,,,,,,,,,,,,,,,,,,,,,,,,,,,,42557.0,76500.0,84888.0,,,103626.0,,,,104924.0,,146003.0,,,,,103244.0,,,,,,,,,,,,,,,76500.0,103626.0,,125464.0,,103244.0,,
C38H62O11,C38H62O11,,694.4308,11.665,,,,132926.0,205696.0,244195.0,205806.0,126730.0,183952.0,196155.0,181994.0,123357.0,217846.0,213130.0,181760.0,109514.0,136436.0,82004.0,191279.0,114661.0,104303.0,183820.0,132484.0,142877.0,125366.0,223921.0,187989.0,131512.0,166117.0,186769.0,56943.0,197173.0,98717.0,256322.0,153468.0,123336.0,145742.0,152356.0,184502.0,,137878.0,134459.0,193560.0,205806.0,215750.0,69924.0,120098.0,135440.0,174129.0,92267.0,54709.0,205696.0,183952.0,181994.0,213130.0,109514.0,114661.0,142877.0,166117.0,98717.0,153468.0,152356.0,136168.0,205806.0,120098.0,92267.0
C38H62O11 12.183999,C38H62O11 12.183999,,694.4409,12.183999,,,,305933.0,202962.0,49088.0,190285.0,,,,,,,,217662.0,75849.0,37771.0,9172.0,33747.0,,,,,76952.0,,,,52792.0,86015.0,,,105070.0,312498.0,41572.0,59455.0,,27174.0,,32671.0,207263.0,311727.0,42940.0,76360.0,101356.0,,338306.0,63673.0,64128.0,39855.0,44761.0,40781.0,202962.0,190285.0,,217662.0,37771.0,33747.0,76952.0,69404.0,208784.0,50514.0,29922.0,207263.0,88858.0,64128.0,40781.0
C38H62O2 13.052998 :1,C38H62O2 13.052998 :1,,550.4712,13.052997999999999,,,,120731.0,,127901.0,66332.0,,,77541.0,79860.0,80764.0,126889.0,108247.0,,93479.0,80862.0,69478.0,,,89810.0,,76422.0,135491.0,,83060.0,79275.0,564172.0,748129.0,899165.0,,,937690.0,237479.0,98191.0,98368.0,900659.0,222379.0,1024107.0,,,140925.0,186003.0,957998.0,220924.0,,,,88682.0,82643.0,112248.0,124316.0,66332.0,79860.0,117568.0,80862.0,89810.0,105956.0,748129.0,937690.0,98368.0,900659.0,140925.0,220924.0,,88682.0
