Formula,Compound Name,CAS ID,Mass,RT,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T
1050.979@1.1759995,1050.979@1.1759995,,1050.979,1.1759995,,,,,,,,,,,,,,,,,,,,,,,,,,,8826.0,52373.0,65193.0,82355.0,16048.0,68081.0,84489.0,36401.0,28093.0,27906.0,84504.0,57260.0,69631.0,37136.0,32493.0,28231.0,41556.0,46628.0,69117.0,19110.0,34890.0,28676.0,22839.0,35677.0,25288.0,,,,,,,,65193.0,68081.0,28093.0,69631.0,32493.0,46628.0,28676.0,25288.0
1053.7202@11.027004,1053.7202@11.027004,,1053.7202,11.027004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18502.0,18577.0,,,,,,,,21993.0,,,,,,45085.0,34120.0,,,,,,,,,,,,,,18540.0,,,21993.0,,39602.0,,
1056.935@1.1979991,1056.935@1.1979991,,1056.935,1.1979991,,,,,,,,,,,,,,,,,,,,,,,,,,,,19143.0,20435.0,24156.0,,21023.0,22614.0,17642.0,13030.0,11684.0,28916.0,22030.0,24367.0,16676.0,14875.0,12207.0,18320.0,17584.0,21954.0,,17137.0,,13812.0,14482.0,,,,,,,,,20435.0,21818.0,13030.0,24367.0,14875.0,18320.0,17137.0,14147.0
1058.6719@11.232998,1058.6719@11.232998,,1058.6719,11.232998,,,,776127.0,757899.0,780725.0,763221.0,448545.0,713027.0,768445.0,693282.0,805388.0,819434.0,762528.0,656142.0,749415.0,977376.0,764762.0,667130.0,393854.0,752867.0,654214.0,782551.0,814441.0,691936.0,735892.0,714480.0,607223.0,935805.0,925170.0,,1115194.0,835809.0,779468.0,895792.0,870484.0,788061.0,931869.0,787778.0,805539.0,984836.0,1084579.0,886166.0,863525.0,894237.0,827806.0,725139.0,883740.0,754508.0,835432.0,812532.0,776127.0,713027.0,768445.0,762528.0,764762.0,667130.0,782551.0,925170.0,975502.0,870484.0,788061.0,984836.0,886166.0,827806.0,812532.0
1064.6707@11.583992,1064.6707@11.583992,,1064.6707,11.583992,,,,,,,,347496.0,,,,,554640.0,530125.0,461048.0,,,,,,,,,,412552.0,,500046.0,321477.0,386145.0,,,,,,,,418805.0,,,,,,,,,,,,,,,,347496.0,,530125.0,,,,353811.0,,,418805.0,,,,
1064.7183@11.533998,1064.7183@11.533998,,1064.7183,11.533998,,,,47250.0,,,,24979.0,,63018.0,,,81310.0,55031.0,,,,,,28856.0,,43667.0,,84385.0,,,60707.0,,,,,,,,,,,99473.0,,85374.0,,,,,,,,,,103026.0,,47250.0,24979.0,63018.0,68170.0,,28856.0,64026.0,,,,99473.0,85374.0,,,103026.0
1066.6329@12.213994,1066.6329@12.213994,,1066.6329,12.213994,,,,,,,,,,,,,,,,,,,523842.0,,,,52237.0,,,,,47960.0,74176.0,71372.0,,118533.0,135857.0,22517.0,45574.0,23662.0,41792.0,46263.0,56246.0,,31618.0,62740.0,85544.0,97683.0,,34807.0,68269.0,53798.0,,,,,,,,,523842.0,52237.0,71372.0,127195.0,23662.0,46263.0,47179.0,91614.0,53798.0,
1066.6536@11.052998,1066.6536@11.052998,,1066.6536,11.052997999999999,,,,,,,,,,,,,1162404.0,,,,,1093171.0,,,,,,,1014657.0,1078116.0,1075107.0,,1243632.0,,32529.0,,,,,,1182833.0,1430816.0,1165246.0,,,1436480.0,1255416.0,1225098.0,1285968.0,,1169105.0,1293049.0,1051645.0,1223836.0,,,,,1162404.0,1093171.0,,,1243632.0,32529.0,,1182833.0,1436480.0,1255416.0,1231077.0,1137740.0
1068.6272@10.216002,1068.6272@10.216002,,1068.6272,10.216002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30627.0,,,,,,,,,,,,,119024.0,82454.0,90124.0,73591.0,72119.0,80064.0,,,,,,,,,30627.0,,,,,90124.0,73591.0
1069.7065@13.20899,1069.7065@13.20899,,1069.7065,13.20899,,,,30366.0,,,,,,,,,,,,,,,,,33607.0,,,,,,,105700.0,191110.0,339159.0,,25110.0,52281.0,89114.0,,,63815.0,56130.0,68332.0,,,,35059.0,41839.0,23994.0,,,,,,49766.0,30366.0,,,,,33607.0,,191110.0,38696.0,89114.0,63815.0,,35059.0,,49766.0
1070.4703@8.759002,1070.4703@8.759002,,1070.4703,8.759002,,,,23770.0,22305.0,26298.0,27482.0,17222.0,27723.0,21978.0,20552.0,20587.0,19078.0,17648.0,15874.0,15826.0,24267.0,19650.0,19870.0,,22473.0,17695.0,20288.0,18895.0,18472.0,20878.0,18207.0,17763.0,20336.0,,,27862.0,,,,20381.0,,,,16841.0,18324.0,18303.0,,,14958.0,21095.0,18608.0,18526.0,17702.0,18673.0,19222.0,23770.0,27482.0,20587.0,17648.0,19650.0,21172.0,18895.0,19050.0,27862.0,20381.0,,18303.0,14958.0,18608.0,18673.0
1071.7839@1.125,1071.7839@1.125,,1071.7839,1.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,19840.0,15321.0,15327.0,,15955.0,14425.0,20477.0,17121.0,19706.0,23608.0,19590.0,20617.0,18262.0,16742.0,15161.0,21530.0,19424.0,23519.0,,,,,,14743.0,,,,,,,,15327.0,15190.0,19706.0,20617.0,16742.0,21530.0,,14743.0
1072.6781@11.401,1072.6781@11.401,,1072.6781,11.401,,,,730882.0,734163.0,761782.0,738052.0,430139.0,683299.0,717578.0,665551.0,732273.0,768512.0,734860.0,641794.0,656628.0,876787.0,677210.0,604621.0,351179.0,689786.0,633585.0,723477.0,754305.0,648448.0,707930.0,680401.0,543418.0,789957.0,807024.0,,1038039.0,788051.0,709388.0,858359.0,795561.0,729413.0,881644.0,739797.0,740356.0,867267.0,997413.0,799878.0,811644.0,831108.0,741717.0,686388.0,844792.0,698513.0,765024.0,718377.0,734163.0,683299.0,717578.0,734860.0,677210.0,604621.0,723477.0,789957.0,913045.0,795561.0,739797.0,867267.0,811644.0,741717.0,718377.0
1074.6827@10.884,1074.6827@10.884,,1074.6827,10.884,,,,128121.0,113204.0,126466.0,126950.0,69727.0,116932.0,119137.0,104617.0,110217.0,181086.0,111284.0,89299.0,147445.0,208152.0,144562.0,135853.0,70793.0,140123.0,123308.0,141546.0,137531.0,118527.0,126500.0,117851.0,141601.0,198246.0,215545.0,,292283.0,194571.0,168386.0,183358.0,164450.0,160417.0,186520.0,156310.0,173275.0,172838.0,179586.0,167698.0,166269.0,171905.0,213208.0,252134.0,211770.0,166966.0,193427.0,200122.0,126466.0,116932.0,110217.0,111284.0,147445.0,135853.0,137531.0,198246.0,243427.0,168386.0,160417.0,173275.0,167698.0,213208.0,193427.0
1075.7067@11.226999,1075.7067@11.226999,,1075.7067,11.226999000000001,,,,139402.0,127348.0,,,75382.0,,,103325.0,,,,,100315.0,,,,,,105025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69127.0,133375.0,75382.0,103325.0,,100315.0,,105025.0,,,,,,,,69127.0
1075.8203@12.763,1075.8203@12.763,,1075.8203,12.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61770.0,,,80689.0,,,,66605.0,,52184.0,,,,,33310.0,,,,,,,,,,,,,,,61770.0,80689.0,,59394.0,,33310.0,,
1078.7009@11.734004,1078.7009@11.734004,,1078.7009,11.734003999999999,,,,269398.0,274450.0,263590.0,285778.0,181840.0,256834.0,277760.0,257163.0,206778.0,313516.0,291915.0,259415.0,132420.0,230920.0,215834.0,209213.0,148454.0,245376.0,236564.0,261492.0,221015.0,245364.0,274913.0,,164991.0,228765.0,,,290434.0,256436.0,234431.0,277216.0,257836.0,253060.0,276917.0,246110.0,240845.0,276886.0,325189.0,243680.0,243996.0,236878.0,173364.0,174005.0,,226240.0,218193.0,,269398.0,256834.0,257163.0,291915.0,215834.0,209213.0,236564.0,196878.0,273435.0,257836.0,253060.0,276886.0,243680.0,173684.0,222216.0
1080.644@12.276,1080.644@12.276,,1080.644,12.276,,,,,,,,,,,,,,,,,,,373314.0,,,,39049.0,,,,,34078.0,58710.0,47887.0,,69045.0,81265.0,,35543.0,,31718.0,39901.0,47796.0,,,51802.0,61386.0,70026.0,78392.0,24466.0,50640.0,39736.0,,,,,,,,,373314.0,39049.0,47887.0,75155.0,35543.0,39901.0,51802.0,70026.0,39736.0,
1080.6698@11.233997,1080.6698@11.233997,,1080.6698,11.233997,,,,,,,,,,,1427001.0,,1598139.0,1506529.0,1334566.0,1453645.0,1850226.0,,,,,,,,1351604.0,,1437987.0,,,,42996.0,,,1476770.0,,1632708.0,1501034.0,1692794.0,1491510.0,,,,,,,,,,1339379.0,1536383.0,1504776.0,,,1427001.0,1506529.0,1651936.0,,,,42996.0,1554739.0,1501034.0,,,,1504776.0
1082.4204@10.411005,1082.4204@10.411005,,1082.4204,10.411005000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12282.0,21243.0,,,,20671.0,,33349.0,15500.0,14019.0,,,,,,,,,,,,,16762.0,,27010.0,14760.0
1082.637@10.707,1082.637@10.707,,1082.637,10.707,,,,,,,,,,126510.0,,106745.0,,133383.0,,158062.0,,,,,,147417.0,116463.0,165971.0,,,62551.0,,,,,,,,,,,,,,,215938.0,,,101335.0,,,,,,,,,116628.0,133383.0,158062.0,,147417.0,,,,,215938.0,101335.0,,
1082.6456@10.704002,1082.6456@10.704002,,1082.6456,10.704002000000001,,,,124854.0,97759.0,84398.0,91869.0,82384.0,93617.0,66505.0,65149.0,109007.0,119477.0,113647.0,73583.0,100176.0,138169.0,99606.0,103566.0,94021.0,99489.0,117164.0,97746.0,114027.0,103900.0,104523.0,80037.0,,151122.0,186655.0,,174799.0,,131316.0,142244.0,192438.0,105584.0,,,118547.0,182696.0,146430.0,236162.0,189551.0,241423.0,,201310.0,229815.0,239542.0,176155.0,,97759.0,91869.0,66505.0,113647.0,100176.0,99489.0,114027.0,168888.0,174799.0,142244.0,105584.0,146430.0,236162.0,215562.0,207848.0
1084.6829@15.291011,1084.6829@15.291011,,1084.6829,15.291011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236047.0,,37265.0,250415.0,24369.0,22858.0,,136913.0,54572.0,131185.0,,,,,380796.0,119495.0,,,,,,,,,,,,,,236047.0,143840.0,23614.0,131185.0,,250146.0,,
1085.7408@14.0,1085.7408@14.0,,1085.7408,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21521.0,31164.0,64602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31164.0,,,,,,,
1086.6602@14.963994,1086.6602@14.963994,,1086.6602,14.963994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222701.0,,176204.0,362134.0,,66337.0,,133207.0,185344.0,287088.0,,,,107451.0,132438.0,170869.0,,,,,,,,,,,,,,222701.0,269169.0,66337.0,185344.0,,132438.0,,
1086.7001@11.566996,1086.7001@11.566996,,1086.7001,11.566996000000001,,,,470723.0,507891.0,537368.0,519859.0,301378.0,459600.0,496213.0,454412.0,475109.0,544105.0,490720.0,434580.0,408131.0,516919.0,437320.0,377695.0,237110.0,433475.0,415665.0,480881.0,486628.0,424393.0,492365.0,480480.0,364656.0,491725.0,472736.0,,555284.0,509341.0,448944.0,582297.0,510041.0,448388.0,556534.0,499859.0,442817.0,532679.0,630906.0,525962.0,515585.0,519658.0,422505.0,405820.0,457033.0,427363.0,405749.0,383524.0,507891.0,459600.0,475109.0,490720.0,437320.0,377695.0,480881.0,472736.0,532312.0,510041.0,499859.0,532679.0,519658.0,422505.0,405749.0
1088.6967@11.057004,1088.6967@11.057004,,1088.6967,11.057004,,,,457606.0,397064.0,418142.0,510835.0,257230.0,383997.0,418017.0,357266.0,389709.0,396183.0,378636.0,322075.0,421610.0,558752.0,465281.0,389583.0,278695.0,425500.0,339238.0,430717.0,463603.0,378577.0,391904.0,446878.0,398242.0,606508.0,596095.0,,631180.0,511944.0,463656.0,483510.0,465597.0,450854.0,503655.0,406946.0,471563.0,546171.0,549870.0,460965.0,486863.0,497595.0,530077.0,449543.0,507514.0,453868.0,461360.0,505782.0,418142.0,383997.0,389709.0,378636.0,465281.0,389583.0,430717.0,596095.0,571562.0,465597.0,450854.0,546171.0,486863.0,507514.0,461360.0
1089.2684@1.2099994,1089.2684@1.2099994,,1089.2684,1.2099993999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10304.0,16141.0,,10233.0,35487.0,,,,,,,,,,,,,,,,,,,,,,,,,,13222.0,22860.0,,,,,,
1094.5004@7.716003,1094.5004@7.716003,,1094.5004,7.716003,,,,103235.0,74772.0,106109.0,120827.0,48823.0,103514.0,116779.0,97245.0,115439.0,60722.0,51423.0,39289.0,38696.0,98973.0,55308.0,82792.0,21303.0,96050.0,77366.0,101001.0,101559.0,59615.0,61676.0,64385.0,32499.0,95614.0,,,144688.0,,,,102444.0,,,,51128.0,77389.0,114181.0,111302.0,120579.0,124616.0,75801.0,72811.0,90768.0,47911.0,47825.0,22455.0,103235.0,103514.0,115439.0,51423.0,55308.0,82792.0,101001.0,64056.0,144688.0,102444.0,,77389.0,120579.0,75801.0,47825.0
1094.6675@12.362999,1094.6675@12.362999,,1094.6675,12.362999,,,,,,43461.0,,,,,,,,,,,30077.0,,946820.0,,,,85942.0,29437.0,,,,49864.0,75665.0,69531.0,,75899.0,152365.0,27124.0,51827.0,26155.0,55999.0,57456.0,79917.0,30593.0,45229.0,90595.0,67249.0,79191.0,75128.0,50961.0,90839.0,60375.0,,,,43461.0,,,,30077.0,946820.0,57690.0,69531.0,114132.0,27124.0,57456.0,45229.0,75128.0,60375.0,
1094.6814@11.401,1094.6814@11.401,,1094.6814,11.401,,,,,,,,,,,,,1354200.0,1263229.0,1134649.0,,,,,,,,,,,1198277.0,1185502.0,906008.0,,1370484.0,,,,1268906.0,,,1193710.0,1453313.0,1231773.0,,,,,1321744.0,1357832.0,1202774.0,,,,,,,,,1263229.0,,,,1138246.0,,1268906.0,1231773.0,,1339788.0,1202774.0,
1096.6527@10.868003,1096.6527@10.868003,,1096.6527,10.868003,,,,,,,,,,,,,,,,,,,,,,,,,,,,322109.0,456525.0,598234.0,,,533048.0,435943.0,487096.0,448842.0,,494764.0,420014.0,,,,460737.0,475547.0,478311.0,575855.0,,,,,,,,,,,,,456525.0,533048.0,448842.0,457389.0,,475547.0,575855.0,
1097.7207@13.416995,1097.7207@13.416995,,1097.7207,13.416995000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,94125.0,30384.0,50080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50080.0,,,,,,,
1100.7251@11.730997,1100.7251@11.730997,,1100.7251,11.730997,,,,137193.0,222680.0,,228235.0,122709.0,,222857.0,,,251816.0,211686.0,,,94526.0,,,102827.0,184112.0,,144402.0,,140475.0,204570.0,220897.0,82183.0,,,,124549.0,,147065.0,,,105492.0,135568.0,119507.0,,,,119992.0,99526.0,160600.0,50147.0,,,114671.0,55243.0,37934.0,179936.0,175472.0,222857.0,231751.0,94526.0,143470.0,144402.0,82183.0,124549.0,147065.0,119507.0,,119992.0,50147.0,55243.0
1102.6971@11.230002,1102.6971@11.230002,,1102.6971,11.230002,,,,746061.0,669858.0,685883.0,654575.0,421765.0,607630.0,664428.0,601485.0,700481.0,689553.0,660998.0,575896.0,631346.0,833219.0,679815.0,586872.0,348748.0,684682.0,591101.0,736926.0,720839.0,603211.0,645836.0,616835.0,550693.0,844523.0,845167.0,,982149.0,772533.0,696678.0,807850.0,764804.0,739046.0,894348.0,710708.0,772330.0,880552.0,936043.0,770354.0,762208.0,794262.0,718801.0,637569.0,774289.0,673705.0,731469.0,721327.0,685883.0,607630.0,664428.0,660998.0,679815.0,586872.0,720839.0,844523.0,877341.0,764804.0,739046.0,880552.0,770354.0,718801.0,721327.0
1103.7314@11.5650015,1103.7314@11.5650015,,1103.7314,11.5650015,,,,61639.0,64874.0,63284.0,59228.0,40042.0,51783.0,55713.0,48466.0,47505.0,60486.0,,,37515.0,43136.0,39648.0,36344.0,146596.0,37572.0,,50998.0,46686.0,44242.0,,,32652.0,36722.0,34794.0,,43146.0,,,52223.0,40341.0,41526.0,45192.0,,39191.0,42603.0,54644.0,45874.0,44221.0,45676.0,28531.0,40312.0,40927.0,37394.0,32555.0,33343.0,63284.0,51783.0,48466.0,60486.0,39648.0,37572.0,48842.0,34794.0,43146.0,46282.0,43359.0,42603.0,45676.0,40312.0,33343.0
1104.123@1.1979991,1104.123@1.1979991,,1104.123,1.1979991,,,,,,,,,,,,,,,,,,,,,,,,,,,,32757.0,53356.0,81788.0,,50425.0,116358.0,18951.0,,,54661.0,43133.0,51634.0,14659.0,12144.0,,11829.0,16179.0,16525.0,,10969.0,,,15810.0,,,,,,,,,53356.0,83392.0,18951.0,51634.0,13402.0,16179.0,10969.0,15810.0
1108.6963@11.5650015,1108.6963@11.5650015,,1108.6963,11.5650015,,,,,,,,,,,649892.0,,767857.0,711917.0,633009.0,,,,,,,,,,630439.0,681492.0,688907.0,,603615.0,615652.0,,767478.0,744182.0,654017.0,,,728427.0,,740499.0,,720849.0,868705.0,672930.0,663243.0,,603300.0,,657328.0,574789.0,572186.0,539917.0,,,649892.0,711917.0,,,,609634.0,755830.0,654017.0,734463.0,794777.0,668086.0,630314.0,572186.0
1110.0771@1.215,1110.0771@1.215,,1110.0771,1.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11058.0,15351.0,,11107.0,20477.0,,,,12623.0,12388.0,14411.0,,,,,,,,,,,,,,,,,,,,13204.0,15792.0,,12623.0,,,,
1110.6783@11.057005,1110.6783@11.057005,,1110.6783,11.057005,,,,1055064.0,993412.0,998745.0,1008054.0,603394.0,880628.0,,,979671.0,995213.0,969849.0,828594.0,1026260.0,1290281.0,973298.0,938326.0,534462.0,1021272.0,919900.0,1028265.0,1047184.0,925062.0,,908395.0,806271.0,1183947.0,1262753.0,,1474450.0,1188049.0,,1149332.0,1139534.0,1032472.0,1187233.0,1088425.0,1130675.0,1265960.0,1292066.0,1148364.0,1158647.0,1203799.0,1133939.0,1030352.0,1217704.0,984228.0,1112624.0,1081073.0,998745.0,880628.0,979671.0,969849.0,1026260.0,938326.0,1028265.0,1183947.0,1331250.0,1144433.0,1088425.0,1265960.0,1158647.0,1133939.0,1081073.0
1112.6526@10.247993,1112.6526@10.247993,,1112.6526,10.247993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40623.0,,,,,,,,,,,,,,,,,159954.0,109537.0,126021.0,47087.0,51105.0,108991.0,,,,,,,,40623.0,,,,,,126021.0,51105.0
1114.7312@12.316001,1114.7312@12.316001,,1114.7312,12.316001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842022.0,,,,,,,,,,,,,,397754.0,436380.0,446514.0,,,,,,,,,,,,,,842022.0,,,,,436380.0,,
1116.4001@6.9040003,1116.4001@6.9040003,,1116.4001,6.9040003,,,,36184.0,34340.0,36557.0,37594.0,32000.0,37071.0,38043.0,37950.0,35421.0,35949.0,37018.0,36201.0,23035.0,37905.0,37417.0,39110.0,33362.0,39791.0,38949.0,37671.0,39333.0,35617.0,35498.0,34673.0,32050.0,30955.0,19954.0,,37689.0,,13679.0,17581.0,34952.0,17846.0,22205.0,,34468.0,34612.0,37939.0,37450.0,36393.0,39134.0,38343.0,40165.0,40573.0,38385.0,39293.0,,36184.0,37071.0,37950.0,36201.0,37417.0,39110.0,38949.0,30955.0,37689.0,17581.0,20026.0,34612.0,37450.0,40165.0,38839.0
1118.5363@7.6780014,1118.5363@7.6780014,,1118.5363,7.678001400000001,,,,16391.0,,18752.0,21948.0,,21786.0,20376.0,15872.0,19011.0,,,,,,,13525.0,,16879.0,,17586.0,15583.0,,,,,21537.0,,,49613.0,,,,25501.0,,,,,17863.0,30967.0,30840.0,33435.0,31426.0,17581.0,,16446.0,,,,17572.0,21867.0,19011.0,,,15202.0,16584.0,21537.0,49613.0,25501.0,,24415.0,31426.0,17014.0,
1118.7078@10.890997,1118.7078@10.890997,,1118.7078,10.890997,,,,103669.0,81296.0,27992.0,75217.0,46237.0,70263.0,89303.0,66030.0,77193.0,70793.0,74237.0,66816.0,143159.0,139524.0,109855.0,92686.0,51829.0,86052.0,80371.0,90819.0,103530.0,87087.0,87032.0,77534.0,95735.0,128841.0,197037.0,,163903.0,125793.0,168387.0,126042.0,93924.0,99453.0,107230.0,156759.0,115815.0,128436.0,116001.0,118224.0,105840.0,63246.0,244132.0,201439.0,194363.0,141401.0,147079.0,151554.0,81296.0,70263.0,77193.0,70793.0,139524.0,86052.0,90819.0,128841.0,144848.0,126042.0,107230.0,116001.0,105840.0,201439.0,147079.0
1118.9694@1.1739999,1118.9694@1.1739999,,1118.9694,1.1739998999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,35356.0,44829.0,58040.0,10635.0,47627.0,59024.0,26486.0,20336.0,19878.0,59419.0,39691.0,47207.0,27304.0,23503.0,21288.0,29766.0,33232.0,48750.0,12169.0,23426.0,21769.0,15861.0,25182.0,18179.0,,,,,,,,44829.0,47627.0,20336.0,47207.0,23503.0,33232.0,21769.0,18179.0
1119.7318@11.224,1119.7318@11.224,,1119.7318,11.224,,,,159485.0,144498.0,,,,,,,,,116237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130798.0,,,,,,,151992.0,,,116237.0,,,,,,,,,130798.0,,
1122.6862@11.7000065,1122.6862@11.7000065,,1122.6862,11.7000065,,,,24476.0,,27480.0,28664.0,,,,,17462.0,79682.0,72971.0,,136393.0,,68930.0,83380.0,,,18594.0,25542.0,142392.0,66138.0,6156.0,,,184134.0,192304.0,,222396.0,157509.0,92273.0,,,102991.0,108681.0,,158034.0,103948.0,,72327.0,137267.0,84648.0,,,,,235673.0,268567.0,25978.0,28664.0,17462.0,76326.0,102662.0,83380.0,25542.0,188219.0,189952.0,92273.0,105836.0,130991.0,84648.0,,252120.0
1122.6958@12.484004,1122.6958@12.484004,,1122.6958,12.484003999999999,,,,105216.0,,67700.0,,,,,,,,,81719.0,,55836.0,,961068.0,45490.0,,,103389.0,,,,,229856.0,599350.0,339780.0,,82943.0,122859.0,104061.0,98807.0,58895.0,329633.0,371688.0,393228.0,106061.0,245233.0,213904.0,326689.0,377519.0,14026.0,85985.0,70198.0,38831.0,51078.0,94471.0,91953.0,86458.0,,,81719.0,55836.0,503279.0,103389.0,339780.0,102901.0,98807.0,371688.0,213904.0,326689.0,70198.0,91953.0
1122.7134@11.730002,1122.7134@11.730002,,1122.7134,11.730002,,,,146329.0,433075.0,,,286328.0,405509.0,446848.0,,255681.0,,447073.0,411669.0,168171.0,208866.0,,210936.0,247374.0,394290.0,397995.0,136547.0,187535.0,219691.0,456318.0,448753.0,119825.0,101383.0,,,144735.0,177675.0,214201.0,,,199569.0,,243928.0,170494.0,,,190554.0,193033.0,,105675.0,62556.0,1008787.0,154184.0,96315.0,57480.0,289702.0,345918.0,351264.0,429371.0,188518.0,247374.0,187535.0,110604.0,161205.0,214201.0,221748.0,170494.0,191794.0,105675.0,96315.0
1122.7238@11.730003,1122.7238@11.730003,,1122.7238,11.730003,,,,147704.0,431933.0,,,289551.0,405509.0,446848.0,,255681.0,,448853.0,409043.0,168171.0,208241.0,,210998.0,249438.0,392232.0,404959.0,136547.0,173195.0,250194.0,456318.0,447210.0,122546.0,89380.0,,,145619.0,177549.0,217130.0,,,198155.0,,244154.0,169929.0,,,187966.0,186089.0,,105269.0,71625.0,,154184.0,112570.0,71383.0,289818.0,347530.0,351264.0,428948.0,188206.0,249438.0,173195.0,105963.0,161584.0,217130.0,221154.0,169929.0,187028.0,88447.0,112570.0
1124.6812@11.227999,1124.6812@11.227999,,1124.6812,11.227999,,,,,,,,,,,,,,,1288005.0,,,,,,,,,,,,,,,,32897.0,,,,,,1463997.0,1723283.0,1434953.0,,,,,,,,,,1301126.0,,1506412.0,,,,1288005.0,,,,,32897.0,,1463997.0,,,,1403769.0
1124.8181@14.244001,1124.8181@14.244001,,1124.8181,14.244001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33127.0,237919.0,,,,64258.0,,,96232.0,,137408.0,,,,,24671.0,,,,,,,,,,,,,,,135523.0,,64258.0,116820.0,,24671.0,,
1124.9222@1.1920005,1124.9222@1.1920005,,1124.9222,1.1920005,,,,,,,,,,,,,,,,,,,,,,,,,,,,19908.0,19538.0,23498.0,,19035.0,21059.0,16688.0,12990.0,,30115.0,20985.0,25002.0,16557.0,14577.0,12217.0,18599.0,19460.0,23835.0,,16882.0,,13234.0,15418.0,,,,,,,,,19908.0,20047.0,14839.0,25002.0,14577.0,19460.0,16882.0,14326.0
1126.6722@10.767,1126.6722@10.767,,1126.6722,10.767000000000001,,,,107608.0,93592.0,89917.0,103551.0,67845.0,124631.0,84204.0,68825.0,88044.0,72679.0,63535.0,55968.0,81513.0,143047.0,100397.0,94738.0,90797.0,108144.0,71922.0,123107.0,89581.0,74335.0,109553.0,67487.0,109120.0,125183.0,151720.0,,172396.0,122806.0,,112734.0,179622.0,86497.0,,63209.0,68624.0,117315.0,144157.0,201080.0,131520.0,137439.0,192126.0,178179.0,225256.0,244121.0,122698.0,,93592.0,103551.0,84204.0,63535.0,100397.0,94738.0,89581.0,125183.0,147601.0,146178.0,74853.0,117315.0,137439.0,192126.0,183410.0
1126.6747@10.717995,1126.6747@10.717995,,1126.6747,10.717995,,,,60593.0,35313.0,32351.0,32731.0,,27412.0,35999.0,42435.0,33415.0,27391.0,,,55363.0,,58086.0,47095.0,49506.0,43533.0,44879.0,46043.0,52632.0,40535.0,43707.0,35103.0,,26810.0,40488.0,,,33787.0,153378.0,51318.0,142053.0,44252.0,80315.0,55483.0,27828.0,52894.0,68627.0,142068.0,52190.0,49498.0,115059.0,83803.0,93380.0,65244.0,78863.0,88595.0,35313.0,30072.0,35999.0,27391.0,56724.0,47095.0,46043.0,33649.0,33787.0,142053.0,55483.0,52894.0,52190.0,93380.0,78863.0
1130.7325@11.553,1130.7325@11.553,,1130.7325,11.552999999999999,,,,532931.0,545618.0,597444.0,557716.0,334708.0,500338.0,548006.0,483500.0,522189.0,593892.0,553758.0,478713.0,462686.0,584453.0,489259.0,437271.0,279021.0,480622.0,486605.0,518042.0,540563.0,478460.0,540397.0,532063.0,396327.0,559071.0,554024.0,,652337.0,556590.0,525848.0,626827.0,558794.0,525950.0,633354.0,537269.0,510392.0,591092.0,695532.0,571363.0,572988.0,575151.0,490899.0,473527.0,527301.0,475608.0,487489.0,462930.0,545618.0,500338.0,522189.0,553758.0,489259.0,437271.0,518042.0,554024.0,604464.0,558794.0,537269.0,591092.0,572988.0,490899.0,475608.0
1132.683@15.296998,1132.683@15.296998,,1132.683,15.296998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169014.0,,,178003.0,18632.0,,,88244.0,25016.0,134290.0,,,,,291487.0,79503.0,,,,,,,,,,,,,,169014.0,178003.0,18632.0,88244.0,,185495.0,,
