Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,48_T1,48_T2,48_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_48_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_ALLSamples
C9H13NO,,60.56,151.1003,6.709003,49,,,,194248.0,182008.0,213070.0,189659.0,111831.0,177888.0,202311.0,170511.0,193024.0,155378.0,146492.0,127474.0,157914.0,244291.0,172597.0,191801.0,105778.0,216373.0,170334.0,214882.0,224914.0,131365.0,151160.0,136096.0,133904.0,162228.0,241461.0,218284.0,232556.0,231571.0,224864.0,225800.0,290304.0,186659.0,160219.0,142246.0,30678.0,53004.0,29222.0,118098.0,195216.0,54694.0,,281961.0,,35473.0,62789.0,174448.0,,,,,0,196442.0,194248.0,15647.0,0.08,3,159793.0,177888.0,41951.0,0.26,3,188615.0,193024.0,16352.0,0.09,3,143115.0,146492.0,14255.0,0.1,3,191601.0,172597.0,46218.0,0.24,3,171317.0,191801.0,58073.0,0.34,3,203377.0,214882.0,29052.0,0.14,3,139540.0,136096.0,10337.0,0.07,3,179198.0,162228.0,55750.0,0.31,3,227470.0,231571.0,7971.0,0.04,3,246989.0,225800.0,37515.0,0.15,3,163041.0,160219.0,22341.0,0.14,3,37635.0,30678.0,13330.0,0.35,3,122669.0,118098.0,70372.0,0.57,3,281961.0,281961.0,,,1,90903.0,62789.0,73630.0,0.81,3,,,,,,,,,,,,,,,,151.0,175242.0,,0.0,194248.0,177888.0,193024.0,146492.0,172597.0,191801.0,214882.0,136096.0,162228.0,231571.0,225800.0,160219.0,30678.0,118098.0,281961.0,62789.0,175242.0
C6H13FO3,,81.84,152.085,6.907002,50,,,,174096.0,173438.0,188283.0,172732.0,111937.0,165353.0,174568.0,150748.0,170286.0,171085.0,156191.0,141942.0,67758.0,225048.0,168615.0,199368.0,127056.0,217719.0,160391.0,191722.0,193067.0,146691.0,164653.0,149413.0,130289.0,155705.0,191995.0,201154.0,203727.0,205980.0,201013.0,194034.0,235372.0,172833.0,162539.0,24104.0,56191.0,61124.0,42032.0,122326.0,161178.0,67763.0,,197939.0,38942.0,42583.0,49147.0,148487.0,,,,,0,178606.0,174096.0,8387.0,0.05,3,150007.0,165353.0,33176.0,0.22,3,165201.0,170286.0,12698.0,0.08,3,156406.0,156191.0,14573.0,0.09,3,153807.0,168615.0,79684.0,0.52,3,181381.0,199368.0,47933.0,0.26,3,181727.0,191722.0,18489.0,0.1,3,153586.0,149413.0,9681.0,0.06,3,159330.0,155705.0,31012.0,0.19,3,203620.0,203727.0,2415.0,0.01,3,210140.0,201013.0,22129.0,0.11,3,119825.0,162539.0,83057.0,0.69,3,53116.0,56191.0,9911.0,0.19,3,117089.0,122326.0,46927.0,0.4,3,118440.0,118440.0,112428.0,0.95,2,80072.0,49147.0,59340.0,0.74,3,,,,,,,,,,,,,,,,152.0,163946.0,,0.0,174096.0,165353.0,170286.0,156191.0,168615.0,199368.0,191722.0,149413.0,155705.0,203727.0,201013.0,162539.0,56191.0,122326.0,118440.0,49147.0,163946.0
C2H3FN2O5,,80.25,154.0038,0.89199966,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42932.0,26486.0,45635.0,,,,,,,833644.0,175879.0,434888.0,54533.0,72904.0,160942.0,,117143.0,863235.0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,38351.0,42932.0,10364.0,0.27,3,,,,,0,,,,,0,481470.0,434888.0,331347.0,0.69,3,96126.0,72904.0,56879.0,0.59,3,490189.0,490189.0,527567.0,1.08,2,,,,,0,,,,,,,,,,,,,,,,154.0,253896.0,,0.0,,,,,,,,,,42932.0,,,434888.0,72904.0,490189.0,,253896.0
C4H10O6,,81.9,154.0462,1.2060002,41,,,,355847.0,1278433.0,,678425.0,504022.0,845922.0,,,150607.0,,,,,,,346544.0,497246.0,195614.0,,608716.0,,134421.0,,172228.0,,,,,,,37104.0,,31280.0,,,,,,,,,,,,,,,,,,,,0,817140.0,817140.0,652367.0,0.8,2,676123.0,678425.0,170962.0,0.25,3,150607.0,150607.0,,,1,,,,,0,,,,,0,346468.0,346544.0,150816.0,0.44,3,608716.0,608716.0,,,1,153324.0,153324.0,26734.0,0.17,2,,,,,0,,,,,0,34192.0,34192.0,4118.0,0.12,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,154.0,346544.0,,0.0,817140.0,678425.0,150607.0,,,346544.0,608716.0,153324.0,,,34192.0,,,,,,346544.0
C9H14O2,,52.14,154.1004,6.4530025,50,,,,246118.0,218289.0,252031.0,251168.0,151568.0,232818.0,207503.0,185402.0,196752.0,187130.0,163969.0,158229.0,216590.0,323420.0,194572.0,310625.0,165137.0,360423.0,200717.0,231610.0,257366.0,145530.0,143038.0,139267.0,170128.0,205465.0,274305.0,305486.0,318441.0,329828.0,296485.0,291225.0,374858.0,195313.0,194202.0,186130.0,47079.0,61866.0,56753.0,169768.0,306887.0,71250.0,,429151.0,,31885.0,63715.0,199300.0,,,,,0,238813.0,246118.0,18018.0,0.08,3,211851.0,232818.0,53007.0,0.25,3,196552.0,196752.0,11052.0,0.06,3,169776.0,163969.0,15301.0,0.09,3,244861.0,216590.0,68919.0,0.28,3,278728.0,310625.0,101475.0,0.36,3,229898.0,231610.0,28363.0,0.12,3,142612.0,143038.0,3153.0,0.02,3,216633.0,205465.0,52979.0,0.24,3,317918.0,318441.0,12179.0,0.04,3,320856.0,296485.0,46841.0,0.15,3,191882.0,194202.0,5012.0,0.03,3,55233.0,56753.0,7510.0,0.14,3,182635.0,169768.0,118344.0,0.65,3,429151.0,429151.0,,,1,98300.0,63715.0,88905.0,0.9,3,,,,,,,,,,,,,,,,154.0,211028.0,,0.0,246118.0,232818.0,196752.0,163969.0,216590.0,310625.0,231610.0,143038.0,205465.0,318441.0,296485.0,194202.0,56753.0,169768.0,429151.0,63715.0,211028.0
C8H12O3,,86.69,156.0789,5.813001,50,,,,751508.0,760137.0,797901.0,738902.0,421036.0,649584.0,735912.0,637594.0,724812.0,690896.0,635610.0,577912.0,119940.0,1081820.0,722078.0,911613.0,506795.0,1048081.0,661912.0,824112.0,729910.0,584606.0,666527.0,598884.0,531418.0,641263.0,809184.0,832969.0,854941.0,870554.0,864281.0,793560.0,1059529.0,702575.0,677457.0,161613.0,178624.0,214505.0,138592.0,381163.0,630173.0,193418.0,48101.0,954638.0,114406.0,122229.0,153794.0,560872.0,,,,,0,769849.0,760137.0,24674.0,0.03,3,603174.0,649584.0,163936.0,0.27,3,699439.0,724812.0,53846.0,0.08,3,634806.0,635610.0,56496.0,0.09,3,641279.0,722078.0,486004.0,0.76,3,822163.0,911613.0,281511.0,0.34,3,738645.0,729910.0,81452.0,0.11,3,616672.0,598884.0,43762.0,0.07,3,660622.0,641263.0,139891.0,0.21,3,852821.0,854941.0,18882.0,0.02,3,905790.0,864281.0,137757.0,0.15,3,513882.0,677457.0,305332.0,0.59,3,177240.0,178624.0,37975.0,0.21,3,401585.0,381163.0,219092.0,0.55,3,372382.0,114406.0,505337.0,1.36,3,278965.0,153794.0,244648.0,0.88,3,,,,,,,,,,,,,,,,156.0,663520.0,,0.0,760137.0,649584.0,724812.0,635610.0,722078.0,911613.0,729910.0,598884.0,641263.0,854941.0,864281.0,677457.0,178624.0,381163.0,114406.0,153794.0,663520.0
156.1132@7.0729985,,,156.1132,7.0729985,50,,,,271212.0,267565.0,287711.0,272091.0,142103.0,249942.0,261865.0,228106.0,250353.0,215943.0,204002.0,188640.0,219004.0,320635.0,227185.0,299997.0,147362.0,325548.0,229917.0,276678.0,287085.0,192908.0,195988.0,195451.0,201574.0,238285.0,309770.0,286973.0,276240.0,281838.0,310640.0,290830.0,350278.0,200579.0,217683.0,198144.0,61291.0,85171.0,50945.0,166015.0,274141.0,89100.0,,397092.0,50163.0,51652.0,86317.0,235493.0,,,,,0,275496.0,271212.0,10735.0,0.04,3,221379.0,249942.0,69542.0,0.31,3,246775.0,250353.0,17162.0,0.07,3,202862.0,204002.0,13687.0,0.07,3,255608.0,227185.0,56463.0,0.22,3,257636.0,299997.0,96351.0,0.37,3,264560.0,276678.0,30450.0,0.12,3,194782.0,195451.0,1645.0,0.01,3,249876.0,238285.0,55021.0,0.22,3,281684.0,281838.0,5368.0,0.02,3,317249.0,310640.0,30270.0,0.1,3,205469.0,200579.0,10648.0,0.05,3,65802.0,61291.0,17553.0,0.27,3,176419.0,166015.0,92958.0,0.53,3,223628.0,223628.0,245316.0,1.1,2,124487.0,86317.0,97684.0,0.78,3,,,,,,,,,,,,,,,,156.0,232735.0,,0.0,271212.0,249942.0,250353.0,204002.0,227185.0,299997.0,276678.0,195451.0,238285.0,281838.0,310640.0,200579.0,61291.0,166015.0,223628.0,86317.0,232735.0
C9H16O2 7.303996,,77.37,156.1154,7.303996000000001,50,,,,163987.0,149403.0,258069.0,198991.0,111128.0,153005.0,241610.0,280259.0,265144.0,330690.0,285536.0,229495.0,292066.0,170107.0,107387.0,241350.0,74185.0,285543.0,256382.0,233196.0,391507.0,211653.0,101024.0,212568.0,278797.0,315274.0,392553.0,378537.0,400834.0,384373.0,292375.0,340110.0,399817.0,281199.0,324435.0,356246.0,100993.0,135473.0,82777.0,207826.0,386097.0,99275.0,,576166.0,44199.0,55625.0,109873.0,354496.0,,,,,0,190486.0,163987.0,58981.0,0.31,3,154375.0,153005.0,43948.0,0.28,3,262338.0,265144.0,19477.0,0.07,3,281907.0,285536.0,50695.0,0.18,3,189853.0,170107.0,93910.0,0.49,3,200359.0,241350.0,111482.0,0.56,3,293695.0,256382.0,85497.0,0.29,3,175082.0,211653.0,64137.0,0.37,3,328875.0,315274.0,58085.0,0.18,3,387915.0,384373.0,11563.0,0.03,3,344101.0,340110.0,53832.0,0.16,3,320627.0,324435.0,37668.0,0.12,3,106414.0,100993.0,26763.0,0.25,3,231066.0,207826.0,144816.0,0.63,3,310182.0,310182.0,376157.0,1.21,2,173331.0,109873.0,159221.0,0.92,3,,,,,,,,,,,,,,,,156.0,248866.0,,0.0,163987.0,153005.0,265144.0,285536.0,170107.0,241350.0,256382.0,211653.0,315274.0,384373.0,340110.0,324435.0,100993.0,207826.0,310182.0,109873.0,248866.0
C8H14O3,,98.0,158.0938,4.953997599999999,50,,,,115064.0,182805.0,41049.0,68255.0,36374.0,98873.0,47544.0,,29852.0,,,,,2872415.0,3309069.0,43274.0,155177.0,41725.0,24193.0,69063.0,,23157.0,1405573.0,20664.0,,,,,,,31817.0,,19663.0,,,,,,,,,,,,,,,,,,,,0,112973.0,115064.0,70901.0,0.63,3,67834.0,68255.0,31252.0,0.46,3,38698.0,38698.0,12510.0,0.32,2,,,,,0,3090742.0,3090742.0,308761.0,0.1,2,80059.0,43274.0,65059.0,0.81,3,46628.0,46628.0,31728.0,0.68,2,483131.0,23157.0,798859.0,1.65,3,,,,,0,,,,,0,25740.0,25740.0,8594.0,0.33,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,158.0,44951.0,,0.0,115064.0,68255.0,38698.0,,3090742.0,43274.0,46628.0,23157.0,,,25740.0,,,,,,44951.0
C8H14O3 6.1029983,,86.32,158.0952,6.1029983,50,,,,,,,,,,,,,,,,,171076.0,346115.0,,,,,16844.0,,,106501.0,,,,,,,,,,,,,,,,,,,,,18352.0,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,258596.0,258596.0,123771.0,0.48,2,,,,,0,16844.0,16844.0,,,1,106501.0,106501.0,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,18352.0,18352.0,,,1,,,,,0,,,,,,,,,,,,,,,,158.0,62426.0,,0.0,,,,,258596.0,,16844.0,106501.0,,,,,,,18352.0,,62426.0
C8H7F3,,87.7,160.05,5.694,50,,,,421724.0,392326.0,422054.0,405330.0,234088.0,380567.0,483887.0,407889.0,439566.0,418453.0,372966.0,354092.0,320421.0,508170.0,345209.0,451230.0,233600.0,501817.0,326502.0,398571.0,399671.0,368602.0,398820.0,359425.0,312326.0,366497.0,481744.0,475743.0,481632.0,511642.0,489706.0,466984.0,575964.0,503342.0,439823.0,388624.0,374839.0,417254.0,403970.0,292657.0,445331.0,449228.0,80787.0,649045.0,494189.0,396848.0,545099.0,465581.0,,,,,0,412035.0,421724.0,17069.0,0.04,3,339995.0,380567.0,92550.0,0.27,3,443781.0,439566.0,38174.0,0.09,3,381837.0,372966.0,33085.0,0.09,3,391267.0,345209.0,101997.0,0.26,3,395549.0,451230.0,142514.0,0.36,3,374915.0,398571.0,41930.0,0.11,3,375616.0,368602.0,20613.0,0.05,3,386856.0,366497.0,86524.0,0.22,3,489672.0,481632.0,19253.0,0.04,3,510885.0,489706.0,57494.0,0.11,3,443930.0,439823.0,57469.0,0.13,3,398688.0,403970.0,21695.0,0.05,3,395739.0,445331.0,89293.0,0.23,3,408007.0,494189.0,293768.0,0.72,3,469176.0,465581.0,74191.0,0.16,3,,,,,,,,,,,,,,,,160.0,430645.0,,0.0,421724.0,380567.0,439566.0,372966.0,345209.0,451230.0,398571.0,368602.0,366497.0,481632.0,489706.0,439823.0,403970.0,445331.0,494189.0,465581.0,430645.0
C10H10O2,,86.62,162.0658,6.2230015,50,,,,151389.0,161318.0,108253.0,115511.0,88726.0,130556.0,120562.0,144299.0,119187.0,136853.0,89233.0,111038.0,102466.0,333205.0,280128.0,150177.0,102279.0,164964.0,112847.0,139943.0,147483.0,121118.0,169555.0,133854.0,99825.0,123221.0,153985.0,132736.0,139694.0,139410.0,154692.0,144642.0,179095.0,135635.0,104876.0,40401.0,34080.0,39404.0,21749.0,9702.0,128784.0,113457.0,,191353.0,133798.0,19772.0,154740.0,69738.0,,,,,0,140320.0,151389.0,28211.0,0.2,3,111598.0,115511.0,21188.0,0.19,3,128016.0,120562.0,14118.0,0.11,3,112375.0,111038.0,23838.0,0.21,3,238600.0,280128.0,120845.0,0.51,3,139140.0,150177.0,32768.0,0.24,3,133424.0,139943.0,18215.0,0.14,3,141509.0,133854.0,25109.0,0.18,3,125677.0,123221.0,27163.0,0.22,3,137280.0,139410.0,3938.0,0.03,3,159476.0,154692.0,17718.0,0.11,3,93637.0,104876.0,48602.0,0.52,3,31744.0,34080.0,9056.0,0.29,3,83981.0,113457.0,64782.0,0.77,3,162576.0,162576.0,40698.0,0.25,2,81417.0,69738.0,68238.0,0.84,3,,,,,,,,,,,,,,,,162.0,128538.0,,0.0,151389.0,115511.0,120562.0,111038.0,280128.0,150177.0,139943.0,133854.0,123221.0,139410.0,154692.0,104876.0,34080.0,113457.0,162576.0,69738.0,128538.0
C10H15NO,,87.8,165.1155,5.612,50,,,,,,,234239.0,142274.0,199926.0,,,,,,,,,,,,,,,,145166.0,,145673.0,,,,,,,52444.0,45553.0,53653.0,,,,126620.0,297747.0,215533.0,,,,,,,,,,,,,,0,,,,,0,192146.0,199926.0,46473.0,0.24,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,145420.0,145420.0,359.0,0.0,2,,,,,0,,,,,0,50550.0,52444.0,4370.0,0.09,3,,,,,0,213300.0,215533.0,85585.0,0.4,3,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,165.0,172673.0,,0.0,,199926.0,,,,,,145420.0,,,52444.0,,215533.0,,,,172673.0
C8H9FN3,,79.65,166.0774,8.770997,50,,,,,,,,,,267306.0,227823.0,280952.0,24741.0,21920.0,20520.0,22470.0,104092.0,29766.0,174881.0,112009.0,202175.0,245039.0,305547.0,365016.0,103364.0,106551.0,99852.0,30478.0,40111.0,57274.0,378511.0,405273.0,421492.0,,,,309198.0,289486.0,188766.0,54074.0,87814.0,50239.0,35836.0,53365.0,,,89666.0,,50220.0,101531.0,267864.0,,,,,0,,,,,0,,,,,0,258694.0,267306.0,27592.0,0.11,3,22394.0,21920.0,2150.0,0.1,3,52109.0,29766.0,45166.0,0.87,3,163022.0,174881.0,46238.0,0.28,3,305201.0,305547.0,59989.0,0.2,3,103256.0,103364.0,3351.0,0.03,3,42621.0,40111.0,13573.0,0.32,3,401759.0,405273.0,21705.0,0.05,3,,,,,0,262483.0,289486.0,64597.0,0.25,3,64042.0,54074.0,20676.0,0.32,3,44600.0,44600.0,12395.0,0.28,2,89666.0,89666.0,,,1,139872.0,101531.0,113775.0,0.81,3,,,,,,,,,,,,,,,,166.0,101531.0,,0.0,,,267306.0,21920.0,29766.0,174881.0,305547.0,103364.0,40111.0,405273.0,,289486.0,54074.0,44600.0,89666.0,101531.0,101531.0
C11H5NO,,82.59,167.0361,6.2169995,27,,,,268914.0,90037.0,227867.0,,,,53542.0,,,62419.0,63142.0,62757.0,,,,,,,,,,,,,147440.0,146944.0,223803.0,175520.0,212873.0,237236.0,65390.0,79608.0,77981.0,261105.0,104958.0,134578.0,,,,165955.0,209544.0,,,164570.0,,,66891.0,111579.0,,,,,0,195606.0,227867.0,93701.0,0.48,3,,,,,0,53542.0,53542.0,,,1,62773.0,62757.0,362.0,0.01,3,,,,,0,,,,,0,,,,,0,,,,,0,172729.0,147440.0,44232.0,0.26,3,208543.0,212873.0,31085.0,0.15,3,74326.0,77981.0,7782.0,0.1,3,166880.0,134578.0,82934.0,0.5,3,,,,,0,187750.0,187750.0,30822.0,0.16,2,164570.0,164570.0,,,1,89235.0,89235.0,31599.0,0.35,2,,,,,,,,,,,,,,,,167.0,141009.0,,0.0,227867.0,,53542.0,62757.0,,,,,147440.0,212873.0,77981.0,134578.0,,187750.0,164570.0,89235.0,141009.0
C6H7F3O2,,87.03,168.0399,3.3860012999999998,50,,,,392187.0,381988.0,401543.0,343791.0,187460.0,312622.0,350824.0,309974.0,328540.0,422104.0,405168.0,427231.0,56750.0,608713.0,412332.0,465388.0,251476.0,526247.0,299005.0,384629.0,199904.0,297036.0,340405.0,334983.0,327253.0,366557.0,430871.0,357464.0,359510.0,361924.0,344889.0,302321.0,402309.0,375570.0,373022.0,222638.0,238970.0,175777.0,171363.0,206570.0,342026.0,218423.0,65954.0,366348.0,182364.0,126552.0,97156.0,255706.0,,,,,0,391906.0,392187.0,9781.0,0.02,3,281291.0,312622.0,82741.0,0.29,3,329779.0,328540.0,20453.0,0.06,3,418168.0,422104.0,11546.0,0.03,3,359265.0,412332.0,279782.0,0.78,3,414370.0,465388.0,144315.0,0.35,3,294513.0,299005.0,92444.0,0.31,3,324141.0,334983.0,23630.0,0.07,3,374894.0,366557.0,52310.0,0.14,3,359633.0,359510.0,2233.0,0.01,3,349840.0,344889.0,50178.0,0.14,3,323743.0,373022.0,87569.0,0.27,3,195370.0,175777.0,37823.0,0.19,3,255673.0,218423.0,75018.0,0.29,3,204889.0,182364.0,151458.0,0.74,3,159805.0,126552.0,84344.0,0.53,3,,,,,,,,,,,,,,,,168.0,339936.0,,0.0,392187.0,312622.0,328540.0,422104.0,412332.0,465388.0,299005.0,334983.0,366557.0,359510.0,344889.0,373022.0,175777.0,218423.0,182364.0,126552.0,339936.0
C7H11F3O,,85.87,168.0766,5.654999299999999,50,,,,339846.0,370990.0,338979.0,350350.0,131023.0,270225.0,315519.0,239569.0,308072.0,201116.0,178083.0,169366.0,246558.0,556807.0,437088.0,407798.0,133342.0,399248.0,195608.0,421462.0,309799.0,243312.0,345081.0,294435.0,347500.0,414094.0,488625.0,428594.0,428097.0,491415.0,397295.0,368721.0,443110.0,277502.0,297070.0,208814.0,277451.0,245020.0,353413.0,311868.0,500557.0,415247.0,,859861.0,515462.0,301993.0,425492.0,393989.0,,,,,0,349938.0,339846.0,18236.0,0.05,3,250533.0,270225.0,110982.0,0.44,3,287720.0,308072.0,41866.0,0.15,3,182855.0,178083.0,16404.0,0.09,3,413484.0,437088.0,156466.0,0.38,3,313463.0,399248.0,156048.0,0.5,3,308956.0,309799.0,112929.0,0.37,3,294276.0,294435.0,50885.0,0.17,3,416740.0,414094.0,70600.0,0.17,3,449369.0,428594.0,36414.0,0.08,3,403042.0,397295.0,37526.0,0.09,3,261129.0,277502.0,46350.0,0.18,3,291961.0,277451.0,55634.0,0.19,3,409224.0,415247.0,94489.0,0.23,3,687662.0,687662.0,243527.0,0.35,2,373825.0,393989.0,64171.0,0.17,3,,,,,,,,,,,,,,,,168.0,366918.0,,0.0,339846.0,270225.0,308072.0,178083.0,437088.0,399248.0,309799.0,294435.0,414094.0,428594.0,397295.0,277502.0,277451.0,415247.0,687662.0,393989.0,366918.0
C9H12O3 4.7460012,,86.67,168.0777,4.7460012,50,,,,336578.0,316883.0,353375.0,351574.0,215583.0,323651.0,382760.0,289377.0,375146.0,293756.0,339742.0,321961.0,113741.0,281832.0,185498.0,437180.0,226096.0,529130.0,247408.0,298335.0,234127.0,336460.0,213428.0,352431.0,237995.0,284961.0,339144.0,344416.0,377735.0,368128.0,334632.0,275479.0,364517.0,378905.0,364371.0,178577.0,68420.0,64661.0,66135.0,167838.0,319110.0,73232.0,,445811.0,43223.0,46541.0,87302.0,238827.0,,,,,0,335612.0,336578.0,18265.0,0.05,3,296936.0,323651.0,71824.0,0.24,3,349094.0,375146.0,51857.0,0.15,3,318486.0,321961.0,23189.0,0.07,3,193690.0,185498.0,84344.0,0.44,3,397469.0,437180.0,155371.0,0.39,3,259957.0,247408.0,33893.0,0.13,3,300773.0,336460.0,76063.0,0.25,3,287367.0,284961.0,50617.0,0.18,3,363426.0,368128.0,17150.0,0.05,3,324876.0,334632.0,45314.0,0.14,3,307284.0,364371.0,111700.0,0.36,3,66405.0,66135.0,1894.0,0.03,3,186727.0,167838.0,124023.0,0.66,3,244517.0,244517.0,284673.0,1.16,2,124223.0,87302.0,101321.0,0.82,3,,,,,,,,,,,,,,,,168.0,322806.0,,0.0,336578.0,323651.0,375146.0,321961.0,185498.0,437180.0,247408.0,336460.0,284961.0,368128.0,334632.0,364371.0,66135.0,167838.0,244517.0,87302.0,322806.0
C9H12O3,,87.13,168.0784,4.9969980000000005,50,,,,436107.0,454493.0,319983.0,382380.0,214154.0,383764.0,370132.0,299183.0,366803.0,312180.0,285631.0,289649.0,130425.0,633512.0,438624.0,416053.0,289709.0,419041.0,256801.0,364951.0,276718.0,262468.0,425424.0,263804.0,235926.0,284982.0,368242.0,340482.0,349226.0,360470.0,365450.0,329421.0,411530.0,318326.0,288490.0,136164.0,75259.0,41776.0,,204162.0,396803.0,74062.0,,538007.0,,,121617.0,283587.0,,,,,0,403528.0,436107.0,72933.0,0.18,3,326766.0,382380.0,97527.0,0.3,3,345373.0,366803.0,40036.0,0.12,3,295820.0,289649.0,14310.0,0.05,3,400854.0,438624.0,253661.0,0.63,3,374934.0,416053.0,73822.0,0.2,3,299490.0,276718.0,57559.0,0.19,3,317232.0,263804.0,93699.0,0.3,3,296383.0,284982.0,66891.0,0.23,3,350059.0,349226.0,10020.0,0.03,3,368800.0,365450.0,41157.0,0.11,3,247660.0,288490.0,97704.0,0.39,3,58518.0,58518.0,23676.0,0.4,2,225009.0,204162.0,162377.0,0.72,3,538007.0,538007.0,,,1,202602.0,202602.0,114530.0,0.57,2,,,,,,,,,,,,,,,,168.0,319438.0,,0.0,436107.0,382380.0,366803.0,289649.0,438624.0,416053.0,276718.0,263804.0,284982.0,349226.0,365450.0,288490.0,58518.0,204162.0,538007.0,202602.0,319438.0
C3H8NO5P,,78.62,169.0143,4.8330035,50,,,,355710.0,331158.0,310108.0,307660.0,201602.0,289492.0,309549.0,249631.0,305533.0,310530.0,306764.0,290710.0,253843.0,542915.0,463252.0,340952.0,226849.0,343553.0,278193.0,370212.0,367457.0,329641.0,521077.0,326080.0,282938.0,301404.0,460943.0,355962.0,186560.0,178615.0,381470.0,356762.0,428453.0,381069.0,273845.0,87978.0,,,,119517.0,176436.0,44790.0,,193948.0,,,71275.0,192350.0,,,,,0,332325.0,331158.0,22823.0,0.07,3,266251.0,289492.0,56720.0,0.21,3,288238.0,305533.0,33495.0,0.12,3,302668.0,306764.0,10526.0,0.03,3,420003.0,463252.0,149310.0,0.36,3,303785.0,340952.0,66641.0,0.22,3,338621.0,367457.0,52350.0,0.15,3,392266.0,329641.0,111568.0,0.28,3,348428.0,301404.0,97877.0,0.28,3,240379.0,186560.0,100177.0,0.42,3,388895.0,381470.0,36418.0,0.09,3,247631.0,273845.0,148294.0,0.6,3,,,,,0,113581.0,119517.0,66023.0,0.58,3,193948.0,193948.0,,,1,131812.0,131812.0,85613.0,0.65,2,,,,,,,,,,,,,,,,169.0,305533.0,,0.0,331158.0,289492.0,305533.0,306764.0,463252.0,340952.0,367457.0,329641.0,301404.0,186560.0,381470.0,273845.0,,119517.0,193948.0,131812.0,305533.0
